gene_list,time
hycD,20000
hycC,20000
hycC,20000
ygbI,20000
ygbM,20000
nlpD,20000
pcm,20000
ygbO,20000
ftsB,20000
iap,20000
ygcN,20000
ygcO,20000
ygcO,20000
ygcP,20000
ygcW,20000
yqcE,20000
ygcG,20000
barA,20000
gudD,20000
ygdH,20000
sdaC,20000
fucI,20000
fucK,20000
ygdE,20000
recD,20000
ptr,20000
ppdB,20000
tas,20000
aas,20000
aas,20000
galR,20000
lysA,20000
ygeA,20000
ygeW,20000
ygeY,20000
ygeZ,20000
ygfK,20000
ygfU,20000
lysS,20000
xerD,20000
yqfB,20000
bglA,20000
gcvP,20000
ygfA,20000
argK,20000
yggD,20000
yggP,20000
cmtA,20000
endA,20000
mutY,20000
ECB_02816,20000
ECB_02816,20000
ECB_02821,20000
ECB_02828,20000
ECB_02831,20000
ECB_02838,20000
glcB,20000
glcF,20000
glcF,20000
glcD,20000
pitB,20000
yghU,20000
hybF,20000
hybC,20000
